educ,age,nonwhite,occ17_num,occ17,occ5_num,occ5
17,28,0,3,Managers,2,Managerial
7,39,0,17,Farm laborers,5,Other Blue Collar
3,33,1,15,"Laborers, Other",5,Other Blue Collar
12,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
18,30,0,2,"Professionals, Salaried",1,Professional
16,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,44,0,4,"Salesmen, Other",2,Managerial
12,27,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,26,0,4,"Salesmen, Other",2,Managerial
16,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,25,0,16,Farmers,2,Managerial
12,30,0,13,Service,3,"Sales, Clerical, Services"
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,30,0,2,"Professionals, Salaried",1,Professional
20,44,0,1,"Professionals, Self employed",1,Professional
16,30,1,0,Unemployment,0,Unemployment
12,28,0,5,Proprietors,2,Managerial
11,36,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,29,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,28,0,9,"Craftsmen, Other",5,Other Blue Collar
16,41,0,3,Managers,2,Managerial
16,43,0,2,"Professionals, Salaried",1,Professional
15,26,0,0,Unemployment,0,Unemployment
12,41,0,4,"Salesmen, Other",2,Managerial
9,42,0,12,"Operatives, Other",5,Other Blue Collar
17,38,0,2,"Professionals, Salaried",1,Professional
8,35,0,0,Unemployment,0,Unemployment
8,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,43,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,29,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,44,0,3,Managers,2,Managerial
14,30,0,0,Unemployment,0,Unemployment
14,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,44,0,2,"Professionals, Salaried",1,Professional
17,39,0,2,"Professionals, Salaried",1,Professional
9,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,29,0,9,"Craftsmen, Other",5,Other Blue Collar
17,28,0,2,"Professionals, Salaried",1,Professional
12,32,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
17,38,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
18,33,0,2,"Professionals, Salaried",1,Professional
16,38,0,5,Proprietors,2,Managerial
16,42,0,3,Managers,2,Managerial
12,31,0,3,Managers,2,Managerial
15,36,0,13,Service,3,"Sales, Clerical, Services"
12,39,0,6,Clerical,3,"Sales, Clerical, Services"
6,44,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
8,43,0,9,"Craftsmen, Other",5,Other Blue Collar
16,27,0,2,"Professionals, Salaried",1,Professional
12,27,0,2,"Professionals, Salaried",1,Professional
9,44,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,44,0,0,Unemployment,0,Unemployment
7,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
9,30,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
15,34,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
19,44,0,1,"Professionals, Self employed",1,Professional
14,36,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
9,43,1,9,"Craftsmen, Other",5,Other Blue Collar
11,40,0,4,"Salesmen, Other",2,Managerial
12,29,0,4,"Salesmen, Other",2,Managerial
14,40,0,2,"Professionals, Salaried",1,Professional
16,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,31,0,3,Managers,2,Managerial
12,39,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,29,0,9,"Craftsmen, Other",5,Other Blue Collar
12,26,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
5,37,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,25,1,13,Service,3,"Sales, Clerical, Services"
20,32,0,2,"Professionals, Salaried",1,Professional
10,30,1,12,"Operatives, Other",5,Other Blue Collar
12,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,40,0,0,Unemployment,0,Unemployment
16,40,0,2,"Professionals, Salaried",1,Professional
12,35,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,33,0,12,"Operatives, Other",5,Other Blue Collar
12,26,0,12,"Operatives, Other",5,Other Blue Collar
12,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,36,0,16,Farmers,2,Managerial
15,37,0,2,"Professionals, Salaried",1,Professional
15,39,0,10,"Craftsmen, Construction",5,Other Blue Collar
19,37,0,1,"Professionals, Self employed",1,Professional
12,37,0,17,Farm laborers,5,Other Blue Collar
12,36,0,0,Unemployment,0,Unemployment
19,29,0,3,Managers,2,Managerial
7,31,1,0,Unemployment,0,Unemployment
12,26,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
11,39,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
9,40,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
19,42,0,2,"Professionals, Salaried",1,Professional
12,42,0,13,Service,3,"Sales, Clerical, Services"
10,33,0,5,Proprietors,2,Managerial
19,44,0,2,"Professionals, Salaried",1,Professional
14,25,0,6,Clerical,3,"Sales, Clerical, Services"
15,25,0,6,Clerical,3,"Sales, Clerical, Services"
9,33,0,0,Unemployment,0,Unemployment
17,43,0,2,"Professionals, Salaried",1,Professional
13,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,32,0,2,"Professionals, Salaried",1,Professional
12,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,40,1,2,"Professionals, Salaried",1,Professional
16,27,0,0,Unemployment,0,Unemployment
16,37,0,2,"Professionals, Salaried",1,Professional
12,41,0,0,Unemployment,0,Unemployment
14,42,0,3,Managers,2,Managerial
10,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
11,33,1,0,Unemployment,0,Unemployment
16,33,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
18,36,0,2,"Professionals, Salaried",1,Professional
12,29,0,9,"Craftsmen, Other",5,Other Blue Collar
11,44,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,28,0,13,Service,3,"Sales, Clerical, Services"
12,31,0,3,Managers,2,Managerial
13,29,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
20,37,0,2,"Professionals, Salaried",1,Professional
16,29,0,0,Unemployment,0,Unemployment
12,40,0,3,Managers,2,Managerial
12,42,0,9,"Craftsmen, Other",5,Other Blue Collar
14,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,33,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,27,0,5,Proprietors,2,Managerial
12,39,0,13,Service,3,"Sales, Clerical, Services"
12,29,1,14,"Laborers, Manufacturing",4,MFG Blue Collar
13,28,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
8,32,0,12,"Operatives, Other",5,Other Blue Collar
6,28,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
13,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,36,0,2,"Professionals, Salaried",1,Professional
17,36,0,3,Managers,2,Managerial
14,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
20,43,0,2,"Professionals, Salaried",1,Professional
10,31,0,12,"Operatives, Other",5,Other Blue Collar
14,38,0,4,"Salesmen, Other",2,Managerial
12,27,0,3,Managers,2,Managerial
12,37,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
8,43,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,25,0,2,"Professionals, Salaried",1,Professional
18,33,0,3,Managers,2,Managerial
12,32,1,6,Clerical,3,"Sales, Clerical, Services"
17,26,1,2,"Professionals, Salaried",1,Professional
12,36,0,13,Service,3,"Sales, Clerical, Services"
18,33,0,2,"Professionals, Salaried",1,Professional
15,30,0,3,Managers,2,Managerial
12,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
9,43,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,27,0,0,Unemployment,0,Unemployment
16,40,0,2,"Professionals, Salaried",1,Professional
12,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,32,0,9,"Craftsmen, Other",5,Other Blue Collar
14,26,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
8,31,0,0,Unemployment,0,Unemployment
7,34,0,2,"Professionals, Salaried",1,Professional
14,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
10,41,0,4,"Salesmen, Other",2,Managerial
11,38,1,12,"Operatives, Other",5,Other Blue Collar
16,32,0,12,"Operatives, Other",5,Other Blue Collar
14,33,0,6,Clerical,3,"Sales, Clerical, Services"
5,36,0,9,"Craftsmen, Other",5,Other Blue Collar
12,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,26,0,12,"Operatives, Other",5,Other Blue Collar
18,33,0,2,"Professionals, Salaried",1,Professional
10,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,25,0,12,"Operatives, Other",5,Other Blue Collar
10,36,1,12,"Operatives, Other",5,Other Blue Collar
19,35,0,2,"Professionals, Salaried",1,Professional
9,38,0,9,"Craftsmen, Other",5,Other Blue Collar
18,27,0,2,"Professionals, Salaried",1,Professional
10,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,29,0,3,Managers,2,Managerial
15,27,0,3,Managers,2,Managerial
12,27,0,13,Service,3,"Sales, Clerical, Services"
12,36,0,12,"Operatives, Other",5,Other Blue Collar
12,40,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
9,31,0,12,"Operatives, Other",5,Other Blue Collar
13,26,1,0,Unemployment,0,Unemployment
12,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
6,30,1,9,"Craftsmen, Other",5,Other Blue Collar
12,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,31,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,36,0,2,"Professionals, Salaried",1,Professional
11,27,0,15,"Laborers, Other",5,Other Blue Collar
14,25,0,0,Unemployment,0,Unemployment
11,30,0,12,"Operatives, Other",5,Other Blue Collar
16,29,0,3,Managers,2,Managerial
19,28,0,2,"Professionals, Salaried",1,Professional
12,42,0,2,"Professionals, Salaried",1,Professional
12,41,0,15,"Laborers, Other",5,Other Blue Collar
12,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,26,1,2,"Professionals, Salaried",1,Professional
17,29,0,3,Managers,2,Managerial
16,40,0,2,"Professionals, Salaried",1,Professional
17,30,0,2,"Professionals, Salaried",1,Professional
16,30,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,38,0,0,Unemployment,0,Unemployment
12,33,0,9,"Craftsmen, Other",5,Other Blue Collar
14,38,1,13,Service,3,"Sales, Clerical, Services"
19,26,0,2,"Professionals, Salaried",1,Professional
20,35,0,5,Proprietors,2,Managerial
13,36,1,0,Unemployment,0,Unemployment
16,35,0,2,"Professionals, Salaried",1,Professional
15,42,0,5,Proprietors,2,Managerial
16,34,0,2,"Professionals, Salaried",1,Professional
12,26,0,3,Managers,2,Managerial
12,28,1,13,Service,3,"Sales, Clerical, Services"
16,35,0,4,"Salesmen, Other",2,Managerial
10,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,34,0,0,Unemployment,0,Unemployment
11,35,0,9,"Craftsmen, Other",5,Other Blue Collar
11,30,0,0,Unemployment,0,Unemployment
9,32,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
14,42,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
18,42,0,2,"Professionals, Salaried",1,Professional
13,34,0,2,"Professionals, Salaried",1,Professional
10,36,0,12,"Operatives, Other",5,Other Blue Collar
12,31,0,4,"Salesmen, Other",2,Managerial
6,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,29,0,0,Unemployment,0,Unemployment
12,28,0,2,"Professionals, Salaried",1,Professional
12,26,0,9,"Craftsmen, Other",5,Other Blue Collar
12,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,34,0,2,"Professionals, Salaried",1,Professional
12,42,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,27,0,0,Unemployment,0,Unemployment
12,44,0,10,"Craftsmen, Construction",5,Other Blue Collar
19,44,0,1,"Professionals, Self employed",1,Professional
9,31,0,15,"Laborers, Other",5,Other Blue Collar
8,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,44,0,5,Proprietors,2,Managerial
11,32,0,12,"Operatives, Other",5,Other Blue Collar
11,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,28,0,0,Unemployment,0,Unemployment
16,39,0,5,Proprietors,2,Managerial
18,28,0,2,"Professionals, Salaried",1,Professional
12,31,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,33,1,3,Managers,2,Managerial
9,37,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,33,0,16,Farmers,2,Managerial
16,25,0,0,Unemployment,0,Unemployment
16,30,1,13,Service,3,"Sales, Clerical, Services"
20,28,0,2,"Professionals, Salaried",1,Professional
12,34,0,3,Managers,2,Managerial
11,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,36,0,0,Unemployment,0,Unemployment
13,36,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,26,1,10,"Craftsmen, Construction",5,Other Blue Collar
12,33,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,41,0,2,"Professionals, Salaried",1,Professional
17,25,0,13,Service,3,"Sales, Clerical, Services"
12,31,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,27,1,9,"Craftsmen, Other",5,Other Blue Collar
9,41,0,9,"Craftsmen, Other",5,Other Blue Collar
16,28,0,5,Proprietors,2,Managerial
16,37,0,16,Farmers,2,Managerial
13,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,39,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,25,0,13,Service,3,"Sales, Clerical, Services"
12,41,0,0,Unemployment,0,Unemployment
11,27,1,10,"Craftsmen, Construction",5,Other Blue Collar
13,25,0,4,"Salesmen, Other",2,Managerial
11,38,0,4,"Salesmen, Other",2,Managerial
18,40,0,2,"Professionals, Salaried",1,Professional
20,27,0,2,"Professionals, Salaried",1,Professional
13,27,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,35,0,12,"Operatives, Other",5,Other Blue Collar
18,40,0,13,Service,3,"Sales, Clerical, Services"
12,26,1,13,Service,3,"Sales, Clerical, Services"
12,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,41,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,37,1,12,"Operatives, Other",5,Other Blue Collar
12,42,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,37,0,4,"Salesmen, Other",2,Managerial
14,34,0,3,Managers,2,Managerial
17,32,1,0,Unemployment,0,Unemployment
12,26,1,14,"Laborers, Manufacturing",4,MFG Blue Collar
12,26,0,0,Unemployment,0,Unemployment
9,31,1,12,"Operatives, Other",5,Other Blue Collar
12,32,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,27,0,2,"Professionals, Salaried",1,Professional
12,26,0,2,"Professionals, Salaried",1,Professional
8,42,0,16,Farmers,2,Managerial
12,39,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,36,1,13,Service,3,"Sales, Clerical, Services"
2,43,0,3,Managers,2,Managerial
13,37,0,5,Proprietors,2,Managerial
8,38,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,25,0,2,"Professionals, Salaried",1,Professional
17,27,0,3,Managers,2,Managerial
14,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,30,0,4,"Salesmen, Other",2,Managerial
8,28,1,14,"Laborers, Manufacturing",4,MFG Blue Collar
12,30,0,3,Managers,2,Managerial
16,25,0,5,Proprietors,2,Managerial
13,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
6,27,0,12,"Operatives, Other",5,Other Blue Collar
16,28,0,3,Managers,2,Managerial
19,42,0,1,"Professionals, Self employed",1,Professional
12,42,0,0,Unemployment,0,Unemployment
13,36,0,0,Unemployment,0,Unemployment
12,33,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,39,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
8,41,0,0,Unemployment,0,Unemployment
18,41,0,2,"Professionals, Salaried",1,Professional
12,35,0,3,Managers,2,Managerial
9,33,0,12,"Operatives, Other",5,Other Blue Collar
15,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,43,0,3,Managers,2,Managerial
11,25,1,13,Service,3,"Sales, Clerical, Services"
12,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,28,0,2,"Professionals, Salaried",1,Professional
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,36,0,2,"Professionals, Salaried",1,Professional
13,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,43,0,5,Proprietors,2,Managerial
11,25,0,0,Unemployment,0,Unemployment
11,33,0,9,"Craftsmen, Other",5,Other Blue Collar
11,26,0,0,Unemployment,0,Unemployment
12,30,0,0,Unemployment,0,Unemployment
8,36,0,9,"Craftsmen, Other",5,Other Blue Collar
12,44,0,3,Managers,2,Managerial
13,29,0,12,"Operatives, Other",5,Other Blue Collar
11,32,0,3,Managers,2,Managerial
16,30,0,6,Clerical,3,"Sales, Clerical, Services"
13,30,0,3,Managers,2,Managerial
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,28,0,0,Unemployment,0,Unemployment
10,32,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
9,38,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,32,0,0,Unemployment,0,Unemployment
12,41,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,36,0,5,Proprietors,2,Managerial
16,30,1,2,"Professionals, Salaried",1,Professional
16,29,0,0,Unemployment,0,Unemployment
14,44,0,0,Unemployment,0,Unemployment
11,36,0,12,"Operatives, Other",5,Other Blue Collar
18,39,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
13,28,0,2,"Professionals, Salaried",1,Professional
12,30,1,15,"Laborers, Other",5,Other Blue Collar
14,33,0,5,Proprietors,2,Managerial
7,25,1,9,"Craftsmen, Other",5,Other Blue Collar
13,34,0,2,"Professionals, Salaried",1,Professional
12,25,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
14,43,0,3,Managers,2,Managerial
10,34,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
17,36,0,5,Proprietors,2,Managerial
12,38,0,0,Unemployment,0,Unemployment
18,35,0,1,"Professionals, Self employed",1,Professional
8,40,0,12,"Operatives, Other",5,Other Blue Collar
19,37,1,2,"Professionals, Salaried",1,Professional
17,34,0,1,"Professionals, Self employed",1,Professional
19,28,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,42,0,5,Proprietors,2,Managerial
12,34,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,36,0,2,"Professionals, Salaried",1,Professional
17,30,0,2,"Professionals, Salaried",1,Professional
12,31,0,2,"Professionals, Salaried",1,Professional
18,43,0,2,"Professionals, Salaried",1,Professional
14,29,0,5,Proprietors,2,Managerial
12,28,1,12,"Operatives, Other",5,Other Blue Collar
9,40,1,12,"Operatives, Other",5,Other Blue Collar
17,31,0,13,Service,3,"Sales, Clerical, Services"
16,27,0,2,"Professionals, Salaried",1,Professional
9,40,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,41,0,2,"Professionals, Salaried",1,Professional
16,26,0,0,Unemployment,0,Unemployment
16,27,0,2,"Professionals, Salaried",1,Professional
15,32,0,2,"Professionals, Salaried",1,Professional
12,28,0,0,Unemployment,0,Unemployment
16,42,0,2,"Professionals, Salaried",1,Professional
8,25,1,0,Unemployment,0,Unemployment
13,40,0,3,Managers,2,Managerial
12,28,0,3,Managers,2,Managerial
12,38,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,36,0,0,Unemployment,0,Unemployment
18,25,0,0,Unemployment,0,Unemployment
12,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,40,0,4,"Salesmen, Other",2,Managerial
6,40,0,15,"Laborers, Other",5,Other Blue Collar
5,30,0,0,Unemployment,0,Unemployment
9,38,0,3,Managers,2,Managerial
12,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,41,0,3,Managers,2,Managerial
12,42,0,5,Proprietors,2,Managerial
13,38,0,3,Managers,2,Managerial
12,42,0,3,Managers,2,Managerial
12,36,0,0,Unemployment,0,Unemployment
16,41,0,2,"Professionals, Salaried",1,Professional
13,36,0,0,Unemployment,0,Unemployment
13,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,26,0,2,"Professionals, Salaried",1,Professional
12,34,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,31,0,3,Managers,2,Managerial
14,25,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
9,34,0,12,"Operatives, Other",5,Other Blue Collar
12,26,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
17,34,0,3,Managers,2,Managerial
16,38,0,3,Managers,2,Managerial
10,39,0,0,Unemployment,0,Unemployment
12,29,1,15,"Laborers, Other",5,Other Blue Collar
12,32,0,16,Farmers,2,Managerial
16,28,0,2,"Professionals, Salaried",1,Professional
12,25,0,16,Farmers,2,Managerial
12,26,0,9,"Craftsmen, Other",5,Other Blue Collar
16,26,0,2,"Professionals, Salaried",1,Professional
12,27,0,13,Service,3,"Sales, Clerical, Services"
12,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,25,0,12,"Operatives, Other",5,Other Blue Collar
17,26,0,2,"Professionals, Salaried",1,Professional
12,39,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,27,0,9,"Craftsmen, Other",5,Other Blue Collar
12,38,1,3,Managers,2,Managerial
9,42,0,9,"Craftsmen, Other",5,Other Blue Collar
9,35,0,0,Unemployment,0,Unemployment
14,41,1,5,Proprietors,2,Managerial
11,27,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,42,0,0,Unemployment,0,Unemployment
12,26,0,12,"Operatives, Other",5,Other Blue Collar
17,40,0,2,"Professionals, Salaried",1,Professional
15,29,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
8,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,30,0,2,"Professionals, Salaried",1,Professional
13,29,0,2,"Professionals, Salaried",1,Professional
8,42,0,9,"Craftsmen, Other",5,Other Blue Collar
9,29,0,12,"Operatives, Other",5,Other Blue Collar
15,35,0,16,Farmers,2,Managerial
13,25,0,2,"Professionals, Salaried",1,Professional
12,34,1,10,"Craftsmen, Construction",5,Other Blue Collar
9,31,0,12,"Operatives, Other",5,Other Blue Collar
15,42,0,5,Proprietors,2,Managerial
12,30,0,1,"Professionals, Self employed",1,Professional
9,32,0,12,"Operatives, Other",5,Other Blue Collar
12,29,0,1,"Professionals, Self employed",1,Professional
4,28,0,4,"Salesmen, Other",2,Managerial
14,43,0,2,"Professionals, Salaried",1,Professional
12,39,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,40,0,2,"Professionals, Salaried",1,Professional
19,31,0,1,"Professionals, Self employed",1,Professional
12,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
18,34,0,13,Service,3,"Sales, Clerical, Services"
12,34,0,12,"Operatives, Other",5,Other Blue Collar
16,25,0,2,"Professionals, Salaried",1,Professional
16,34,0,3,Managers,2,Managerial
16,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,29,0,12,"Operatives, Other",5,Other Blue Collar
14,36,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
6,44,0,0,Unemployment,0,Unemployment
12,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,43,0,13,Service,3,"Sales, Clerical, Services"
18,41,0,3,Managers,2,Managerial
14,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,26,0,5,Proprietors,2,Managerial
11,42,0,12,"Operatives, Other",5,Other Blue Collar
12,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,33,0,9,"Craftsmen, Other",5,Other Blue Collar
9,40,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,37,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,33,0,12,"Operatives, Other",5,Other Blue Collar
13,38,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,26,0,0,Unemployment,0,Unemployment
16,30,0,2,"Professionals, Salaried",1,Professional
15,32,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,26,0,0,Unemployment,0,Unemployment
12,27,0,12,"Operatives, Other",5,Other Blue Collar
19,25,0,5,Proprietors,2,Managerial
18,34,0,13,Service,3,"Sales, Clerical, Services"
19,39,0,1,"Professionals, Self employed",1,Professional
16,40,0,4,"Salesmen, Other",2,Managerial
19,27,0,2,"Professionals, Salaried",1,Professional
16,34,0,2,"Professionals, Salaried",1,Professional
7,35,0,17,Farm laborers,5,Other Blue Collar
15,31,0,2,"Professionals, Salaried",1,Professional
12,27,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,34,0,12,"Operatives, Other",5,Other Blue Collar
13,32,0,4,"Salesmen, Other",2,Managerial
12,32,0,2,"Professionals, Salaried",1,Professional
16,28,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,40,1,0,Unemployment,0,Unemployment
14,29,0,13,Service,3,"Sales, Clerical, Services"
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,43,0,13,Service,3,"Sales, Clerical, Services"
14,29,0,2,"Professionals, Salaried",1,Professional
18,29,0,3,Managers,2,Managerial
16,31,0,4,"Salesmen, Other",2,Managerial
12,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,30,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,41,0,6,Clerical,3,"Sales, Clerical, Services"
16,30,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
19,43,0,2,"Professionals, Salaried",1,Professional
14,33,0,4,"Salesmen, Other",2,Managerial
19,35,0,1,"Professionals, Self employed",1,Professional
13,31,0,4,"Salesmen, Other",2,Managerial
16,27,0,2,"Professionals, Salaried",1,Professional
20,34,0,0,Unemployment,0,Unemployment
15,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,30,0,2,"Professionals, Salaried",1,Professional
16,37,0,3,Managers,2,Managerial
12,35,0,2,"Professionals, Salaried",1,Professional
12,28,0,13,Service,3,"Sales, Clerical, Services"
14,43,0,5,Proprietors,2,Managerial
17,26,0,6,Clerical,3,"Sales, Clerical, Services"
17,37,0,2,"Professionals, Salaried",1,Professional
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,39,0,13,Service,3,"Sales, Clerical, Services"
12,28,0,0,Unemployment,0,Unemployment
14,26,0,0,Unemployment,0,Unemployment
12,32,0,12,"Operatives, Other",5,Other Blue Collar
